id,listing_id,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet
31241,5895578,1,1,6,1,2,4,1,
31242,5895915,1,1,2,1,0,1,1,
31243,5897260,1,1,6,1,2,4,1,
31244,5903209,1,1,6,1,3,3,1,
31245,5908353,1,1,4,2,2,2,1,
31246,5913405,1,1,4,1,1,2,1,
31247,5921635,1,2,5,1,1,3,1,
31248,5929004,1,2,1,1,1,1,1,
31249,5931632,1,2,1,1,1,1,1,
31250,5935568,1,2,2,1,1,1,1,
31251,5938004,1,1,3,2,1,3,1,
31252,5940882,1,1,4,1,1,3,1,
31253,5946526,1,1,5,1,0,3,1,
31254,5948968,1,1,3,1,1,1,1,
31255,5950516,1,1,2,1,0,1,1,
31256,5950534,1,2,2,1,1,1,1,
31257,12676978,1,2,1,1,1,1,1,
31258,5954131,1,1,4,2,2,3,1,
31259,5962564,3,1,3,1,1,1,1,
31260,5963777,1,1,4,1,1,1,1,
31261,5964116,1,1,4,1,1,1,1,
31262,5974365,1,2,2,1,1,1,1,
31263,5976186,1,1,6,2,2,4,1,
31264,5976224,1,2,2,1,1,1,1,
31265,5976919,1,2,2,1,1,0,1,
31266,5978094,1,1,5,2,2,2,1,
31267,5981095,1,1,4,1,2,3,1,
31268,5986943,1,2,2,1,1,1,1,
31269,5987757,1,1,6,1,2,2,1,0
31270,5994463,1,1,4,1,1,2,1,
31271,5994871,1,1,4,1,1,1,1,
31272,6002287,1,1,6,1,2,4,1,
31273,6008086,5,1,4,1,1,1,1,
31274,6008204,1,1,6,1,2,2,1,
31275,6008221,4,1,2,1,0,1,1,
31276,6009778,3,1,1,1,1,1,1,
31277,6010490,1,2,1,1,1,1,3,
31278,6011484,1,1,3,1,2,2,1,
31279,6012971,1,1,4,1,0,1,1,
31280,6021986,1,1,4,1,2,2,1,
31281,6022817,1,1,6,2,3,5,1,
31282,6023704,7,1,4,2,2,4,1,
31283,6030551,1,1,4,1,2,2,1,
31284,6035803,1,1,6,2,2,3,1,
31285,6036395,1,1,6,1,2,2,1,
31286,6037661,1,1,4,1,2,3,1,
31287,6041881,2,2,1,1,1,1,1,
31288,6042990,1,1,6,2,2,5,1,
31289,6043569,1,2,1,1,1,1,1,
31290,6047887,1,2,2,1,1,1,1,
31291,12677042,1,2,2,2,1,1,1,
31292,6067662,1,2,1,1,1,1,1,
31293,6070267,1,1,3,1,1,1,1,
31294,6681279,4,1,4,2,2,2,1,
31295,6083007,5,1,6,2,2,5,1,
31296,6094591,5,2,1,2,1,1,1,
31297,6097996,1,2,2,1,1,1,1,
31298,6110713,1,2,2,1,1,1,1,
31299,6114620,2,2,2,2,1,1,1,
31300,6115608,1,2,1,1,1,1,1,
31301,6115613,1,2,1,1,0,1,1,
31302,6119334,1,1,16,6,6,14,1,
31303,6123814,4,1,2,1,1,0,1,
31304,6124983,1,1,4,1,1,2,1,
31305,6125776,1,2,2,1,1,1,1,
31306,6125903,1,1,4,1,1,2,1,
31307,6131459,1,1,3,1,0,2,1,
31308,6151719,1,2,2,1,1,1,1,
31309,6159615,1,1,2,1,1,1,1,
31310,6160263,1,2,4,2,1,3,1,
31311,6161463,1,1,12,2,4,6,1,
31312,6161577,1,1,4,1,1,2,1,
31313,6174850,1,1,3,1,1,2,1,
31314,6175934,1,2,1,0,1,1,1,
31315,6180226,1,1,3,1,0,2,1,
31316,6183158,1,1,8,2,4,6,1,
31317,6188369,1,1,2,1,1,1,1,
31318,6191812,7,2,1,1,1,1,1,
31319,6193291,1,1,6,1,2,4,1,
31320,6194911,1,1,4,1,1,2,1,
31321,6199834,1,1,4,1,0,2,1,
31322,6207137,1,1,4,1,1,1,1,
31323,6209016,1,2,5,1,1,4,1,
31324,6211332,1,1,2,1,1,2,1,
31325,6211454,1,1,4,2,2,2,1,
31326,6212315,1,2,1,1,1,1,1,
31327,6212712,1,1,4,1,1,2,1,
31328,6216745,1,1,6,1,3,4,1,
31329,6221081,1,2,2,1,1,1,1,
31330,6226275,1,1,6,1,3,5,1,
31331,6229345,1,2,1,1,1,1,1,
31332,6229677,1,2,3,1,1,1,1,
31333,6232988,1,2,1,1,1,1,1,
31334,6234730,2,2,2,1,1,1,1,
31335,6242663,1,1,4,1,1,3,1,
31336,6244218,1,2,2,1,1,1,1,
31337,6244644,1,1,4,1,1,2,1,
31338,6245257,1,2,1,2,1,1,1,
31339,6247825,1,1,2,1,0,2,1,
31340,6257288,1,2,2,1,1,1,1,
31341,6260094,1,2,2,1,1,1,1,
31342,6263965,1,1,4,2,2,2,1,
31343,6265483,1,1,4,1,1,2,1,
31344,6269995,5,1,4,2,1,2,1,
31345,6279281,1,2,2,1,1,0,1,
31346,6283743,1,2,2,1,1,1,1,
31347,6286250,7,1,12,2,4,4,1,
31348,6287069,7,2,2,1,1,1,1,
31349,6287397,7,2,2,1,1,1,1,
31350,6287501,1,2,2,1,1,1,1,
31351,6290268,1,2,3,1,1,2,1,
31352,6292606,1,1,6,1,2,3,1,
31353,6295843,1,2,2,1,1,1,1,
31354,6307542,3,1,4,1,1,2,1,
31355,6307779,1,1,4,1,1,2,1,
31356,6308594,4,1,4,2,2,2,1,
31357,6312107,1,1,6,1,1,4,1,
31358,6319799,1,1,2,1,1,1,1,
31359,6320287,1,2,2,2,1,1,1,
31360,6320441,1,1,2,1,1,1,1,
31361,6322780,13,2,2,1,1,2,1,
31362,6325022,1,2,1,2,1,1,1,
31363,6331712,3,1,2,1,1,2,1,
31364,6332843,1,2,1,1,1,1,1,
31365,6333703,4,1,3,1,1,2,1,
31366,6336425,2,2,2,2,1,1,1,
31367,6336716,1,2,2,1,1,2,1,
31368,6340181,1,1,4,1,1,2,1,
31369,6342874,1,2,1,1,1,1,1,
31370,6342881,1,2,2,1,1,1,1,
31371,6343738,1,1,2,1,1,1,1,
31372,6357449,1,2,1,4,1,1,1,
31373,6379290,1,2,2,1,1,1,1,
31374,6379619,1,2,1,1,1,1,1,
31375,6382038,3,1,2,1,1,1,1,
31376,6385318,1,1,5,1,2,4,1,
31377,6387909,1,1,4,1,0,2,1,
31378,6389319,1,3,1,1,1,2,3,
31379,6394033,1,1,4,2,2,3,1,
31380,6397577,1,1,4,1,1,2,1,
31381,6397813,1,1,12,2,6,9,1,
31382,6406098,1,1,3,1,1,2,1,
31383,6410365,7,1,5,1,2,2,1,
31384,6410739,1,1,2,1,1,1,1,
31385,6411343,1,1,2,1,1,1,1,
31386,6412588,1,2,1,1,1,1,1,
31387,20136474,1,2,2,1,1,1,1,
31388,6413068,1,1,3,1,1,2,1,
31389,6413102,1,2,1,1,1,1,1,
31390,6414040,7,1,3,1,2,2,1,
31391,6415115,1,1,1,1,1,1,1,
31392,6415505,1,1,2,1,1,1,1,
31393,6416876,1,1,2,1,1,3,1,
31394,6418510,1,1,3,1,2,2,1,
31395,6420159,1,2,2,1,1,1,1,
31396,6434799,1,1,4,1,2,3,1,
31397,6435818,1,1,4,1,1,2,1,
31398,6436381,1,2,1,0,1,1,1,
31399,6442730,1,1,2,1,0,1,1,
31400,6444366,1,2,2,1,1,1,1,
31401,6806362,4,1,2,1,1,1,1,
31402,6446880,1,1,6,1,3,4,1,
31403,6454937,1,2,1,1,1,2,1,
31404,6456087,1,1,4,1,1,1,1,
31405,6460851,1,1,6,2,2,3,1,
31406,6469256,1,2,1,1,1,1,1,
31407,6469268,1,2,1,1,1,1,1,
31408,6469571,1,1,4,1,1,2,1,
31409,6471508,1,1,4,1,1,1,1,
31410,6472884,1,1,2,1,1,1,1,
31411,6474086,1,1,2,1,0,1,1,
31412,6474593,1,1,2,1,1,1,1,
31413,6474674,1,2,2,1,1,1,1,
31414,6848207,1,1,2,1,1,1,1,
31415,6477859,3,1,4,1,1,1,1,
31416,6478676,1,1,4,2,2,2,1,
31417,6483900,1,1,4,1,1,1,1,
31418,6484487,1,1,4,1,1,2,1,
31419,6485459,1,1,2,1,1,2,1,
31420,6489124,1,1,6,1,3,4,1,
31421,6497849,1,2,1,1,1,1,1,
31422,6498310,1,1,2,1,1,1,1,
31423,6507502,1,1,6,1,2,4,1,
31424,6510436,1,1,2,1,1,1,1,
31425,6522740,1,1,4,1,2,3,1,
31426,6910173,1,2,1,1,1,1,1,
31427,6524154,7,2,3,3,1,1,1,
31428,6524681,1,1,6,2,3,4,1,
31429,6532332,1,1,4,2,2,3,1,
31430,6533726,1,1,3,1,2,2,1,
31431,6537889,1,2,2,1,1,1,1,
31432,6541133,7,2,1,1,1,1,1,
31433,6542548,1,2,2,1,1,1,1,
31434,6542642,1,1,4,1,1,1,1,
31435,6542779,1,1,4,2,1,2,1,
31436,6547415,1,1,4,2,2,3,1,
31437,6548167,1,1,2,1,1,1,1,
31438,6549680,1,2,2,1,1,2,1,
31439,6553026,1,2,1,3,1,1,1,
31440,6563064,1,1,3,1,1,1,1,
31441,6564576,1,1,6,2,3,4,1,
31442,6568035,1,1,4,1,2,3,1,
31443,6570519,1,1,2,1,1,1,1,
31444,6572976,1,1,4,1,2,3,1,
31445,6579689,1,1,3,1,1,2,1,
31446,6584759,1,1,4,2,2,4,1,
31447,6595600,1,1,4,1,1,1,1,
31448,6596938,1,1,3,1,1,4,1,
31449,6597408,1,1,4,2,2,3,1,
31450,6598972,1,1,4,1,1,2,1,
31451,6599454,1,1,4,1,1,2,1,
31452,6604413,1,1,4,1,0,2,1,
31453,6606334,1,2,1,1,1,2,1,
31454,22662227,1,1,2,1,1,1,1,
31455,6615849,1,1,2,1,1,1,1,
31456,6615853,1,1,12,2,4,7,1,
31457,6616129,1,1,2,1,0,1,1,
31458,6616986,1,1,2,1,1,1,1,
31459,6621738,1,1,6,1,2,3,1,
31460,6622630,1,2,1,1,1,1,1,
31461,6631126,4,2,2,1,1,1,1,
31462,6632434,1,1,4,1,2,2,1,
31463,6633231,1,1,5,1,3,4,1,
31464,6637689,7,2,2,1,1,1,1,
31465,6641567,1,1,4,1,2,3,1,
31466,6644323,1,2,2,1,1,2,1,
31467,6650003,1,1,5,1,2,4,1,
31468,6661646,1,1,3,1,1,1,1,
31469,6670334,1,1,6,2,3,5,1,
31470,6673068,1,2,1,1,0,1,1,
31471,6674777,1,1,4,1,3,3,1,
31472,6681663,1,2,1,1,1,1,1,
31473,6681986,1,1,4,2,2,3,1,
31474,6683517,1,2,2,1,1,1,1,
31475,6686871,8,2,2,1,1,1,1,
31476,6688832,7,3,4,1,1,4,1,
31477,6690699,7,1,4,2,2,3,1,
31478,6696008,1,1,4,1,1,2,1,
31479,6698120,1,2,2,1,1,1,1,
31480,6701953,1,1,4,1,1,2,1,
31481,6707949,1,1,5,1,2,3,1,
31482,6709567,1,1,4,1,0,3,1,
31483,6715953,1,1,5,1,2,4,1,
31484,6719521,1,1,4,1,1,2,1,
31485,6720118,1,1,11,1,2,7,1,
31486,6720443,1,1,11,1,2,6,1,
31487,6720500,1,1,3,2,2,2,1,
31488,6721589,1,1,3,1,1,2,1,
31489,6721667,1,2,2,1,1,1,1,
31490,6724903,1,2,1,1,1,1,1,
31491,6729105,2,2,1,1,1,1,1,
31492,6730039,1,2,2,1,1,1,1,
31493,6740620,4,2,1,1,1,1,1,
31494,6743322,11,2,2,1,1,2,1,
31495,6753658,4,2,2,0,1,1,1,
31496,6754002,1,1,2,1,1,1,1,
31497,6758025,1,2,1,0,1,1,1,
31498,6765383,1,1,4,1,2,2,1,
31499,6766349,7,3,1,1,1,1,1,
31500,6769374,1,1,4,1,1,3,1,
31501,6771751,1,2,2,1,1,1,1,
31502,6771783,1,2,2,1,1,2,1,
31503,6773054,1,2,2,1,1,1,1,
31504,6787248,1,2,1,1,1,1,1,
31505,6790162,1,1,7,2,4,4,1,
31506,6790249,1,1,4,2,2,3,1,
31507,6791765,5,2,2,1,1,2,1,
31508,6792344,1,2,2,1,1,2,1,
31509,6797552,1,2,1,1,1,1,1,
31510,6803490,1,1,2,1,0,1,1,
31511,6808165,2,2,2,1,1,2,1,
31512,6817970,1,2,1,1,1,1,1,
31513,27362871,1,1,2,1,0,1,1,
31514,6818064,1,1,5,1,1,4,1,
31515,6820638,1,1,9,2,3,7,1,
31516,6822839,1,1,3,1,1,2,1,
31517,6825302,1,1,4,1,1,2,1,
31518,6827442,1,2,2,1,1,1,1,
31519,6827961,1,1,3,1,1,1,1,
31520,6830618,3,2,1,2,1,1,1,
31521,6832931,1,1,4,1,2,3,1,
31522,6835848,4,1,2,1,1,1,1,
31523,6847913,1,1,6,2,2,3,1,
31524,6848088,1,1,2,1,1,1,1,
31525,6851621,1,1,3,1,1,2,1,
31526,6934536,1,2,2,1,1,1,1,
31527,6858202,1,1,4,1,2,1,1,
31528,6859105,1,1,4,2,2,2,1,
31529,6861360,1,2,2,1,1,2,1,
31530,6864659,1,1,4,1,1,2,1,
31531,6867439,1,1,3,1,2,2,1,
31532,27394448,1,2,2,1,1,1,1,
31533,6869705,1,1,2,1,1,1,1,
31534,6872550,1,1,6,1,3,6,1,
31535,6875270,1,2,2,1,1,1,1,
31536,6878750,1,2,2,1,1,1,1,
31537,6880127,1,1,6,3,3,3,1,
31538,6881737,1,2,2,1,1,1,1,
31539,6885070,1,1,2,1,1,1,1,
31540,6890372,1,1,4,1,1,1,1,
31541,6890860,3,1,4,2,2,2,1,
31542,6895291,1,1,4,2,2,2,1,
31543,6897265,5,1,4,1,2,3,1,
31544,6897679,17,2,1,1,1,1,1,
31545,6897761,1,1,4,2,2,3,1,
31546,6906361,1,1,4,2,3,3,1,
31547,6908609,1,1,2,1,1,2,1,
31548,6908943,1,1,2,1,1,1,1,
31549,6910352,1,1,2,1,1,2,1,
31550,6911348,7,2,2,1,1,1,3,
31551,6915384,1,1,1,1,0,1,1,
31552,7035211,1,1,2,1,1,1,1,
31553,6916102,1,1,4,1,1,2,1,
31554,6919034,1,1,4,1,1,2,1,
31555,6920711,1,1,5,1,3,5,1,
31556,6920919,1,1,3,1,0,2,1,
31557,6921005,1,2,2,1,1,2,1,
31558,6922694,1,2,2,1,1,1,1,
31559,6922729,1,2,2,1,1,1,1,
31560,6925759,1,1,4,1,2,2,1,
31561,6928148,1,1,4,1,2,3,1,
31562,6928786,1,2,1,1,1,1,1,
31563,6932077,1,1,2,1,1,2,1,
31564,6932677,13,1,4,2,1,2,1,
31565,6933317,1,2,2,1,1,1,1,
31566,6944448,1,1,4,2,2,3,1,
31567,6945351,7,2,5,2,1,1,1,
31568,6954772,1,1,2,1,0,1,1,
31569,6955446,4,1,4,1,2,2,1,
31570,6961269,1,1,4,1,2,3,1,
31571,6962914,1,1,4,1,2,3,1,
31572,6966009,1,2,1,3,1,1,1,
31573,6968746,5,1,4,1,2,3,1,
31574,6969504,1,1,4,2,2,4,1,
31575,6973250,1,1,4,1,2,3,1,
31576,6974443,1,1,3,2,2,3,1,
31577,6980458,1,1,4,2,2,3,1,
31578,6980777,1,1,4,1,1,2,1,
31579,6983569,1,2,1,1,1,1,1,
31580,6985914,1,2,1,1,1,1,1,
31581,6991988,3,2,2,1,1,1,1,
31582,6995760,1,1,4,3,2,3,1,
31583,6997848,1,2,1,2,1,1,1,
31584,7057317,1,2,1,1,1,1,1,
31585,7003969,1,1,2,1,1,2,1,
31586,7012659,5,1,2,1,1,2,1,
31587,7013484,1,1,5,1,1,2,1,
31588,7014072,1,1,4,2,2,3,1,
31589,7014889,1,1,3,1,0,1,1,
31590,7015202,1,1,8,2,2,3,1,
31591,7015977,5,2,1,1,1,1,1,
31592,7017678,1,1,4,1,0,2,1,
31593,7020500,4,2,2,1,1,1,1,
31594,7023165,4,2,1,1,1,1,1,
31595,7249944,1,2,2,1,1,1,1,
31596,7028912,1,2,2,1,1,1,1,
31597,7029540,1,2,1,2,1,1,1,
31598,7041599,1,3,4,1,1,4,1,
31599,7047428,7,2,1,1,1,1,1,
31600,7049609,1,2,2,1,1,1,1,
31601,7050862,1,1,2,1,1,1,1,
31602,7059580,1,1,2,1,0,1,1,
31603,7059846,1,1,4,1,0,2,1,
31604,7064273,1,1,2,1,1,1,1,
31605,7065656,1,2,1,1,1,1,1,
31606,7069975,7,2,2,1,1,1,1,
31607,7070725,1,2,2,2,1,1,1,
31608,7072197,5,1,4,1,2,2,1,
31609,7073032,1,1,6,1,3,3,1,
31610,7073991,1,1,3,1,2,2,1,
31611,7085486,14,2,1,5,4,1,1,
31612,7091146,4,1,2,1,1,1,1,
31613,7094742,7,1,4,1,1,1,1,
31614,7097089,1,1,6,1,2,3,1,
31615,7098216,1,1,3,1,0,2,1,
31616,7103562,1,1,2,1,1,2,1,
31617,7106676,1,1,6,1,2,3,1,
31618,7108690,1,1,2,1,1,1,1,
31619,7110133,1,1,4,1,2,2,1,
31620,7110196,1,1,4,1,0,2,1,
31621,7110704,1,1,6,1,2,3,1,
31622,7111834,1,2,2,1,1,1,1,
31623,7113783,1,1,3,1,1,1,1,
31624,7119259,3,1,2,1,1,1,1,
31625,7121326,1,2,2,1,1,1,1,
31626,7121973,1,1,4,1,1,2,1,
31627,7127848,1,1,3,1,3,3,1,
31628,7128316,1,2,3,1,1,3,1,
31629,7138454,5,1,4,1,1,2,1,
31630,7139381,1,2,1,2,1,1,1,
31631,7140656,5,1,4,1,1,2,1,
31632,7143136,5,1,4,1,1,2,1,
31633,7144996,1,1,4,1,1,2,1,
31634,7149673,1,1,2,1,1,1,1,
31635,7162566,1,1,3,1,0,2,1,
31636,7164589,1,2,1,2,1,1,1,
31637,7168023,5,1,4,1,0,2,1,
31638,7169803,1,1,5,1,3,3,1,
31639,7171720,1,1,4,1,2,2,1,
31640,7177169,1,1,4,2,2,2,1,
31641,7179473,1,1,4,1,1,3,1,
31642,7188392,1,1,3,1,1,2,1,
31643,7190795,1,2,1,1,1,1,1,
31644,7192263,5,1,8,2,3,5,1,
31645,7200873,3,1,2,1,1,1,1,
31646,7201076,1,1,4,1,1,2,1,
31647,7208137,1,2,1,1,1,1,1,
31648,7208299,8,1,4,1,0,2,1,
31649,7212888,1,1,2,1,1,1,1,
31650,7213150,1,2,2,1,1,2,1,
31651,7214366,1,1,6,1,2,3,1,
31652,7214749,1,1,4,1,1,2,1,
31653,7220564,1,1,2,1,1,1,1,
31654,7232960,3,1,4,1,2,3,1,
31655,7233730,1,2,1,3,1,1,1,
31656,7233990,1,2,2,1,1,1,1,
31657,7234585,1,2,2,3,1,1,1,
31658,7235686,1,1,5,1,1,3,1,
31659,7236326,1,2,2,1,1,2,1,
31660,7236985,1,2,1,1,1,1,1,
31661,7237868,1,1,4,2,1,2,1,
31662,7238607,7,2,1,2,1,1,1,
31663,7255241,2,2,1,1,1,1,1,
31664,7256675,1,1,6,2,2,2,1,
31665,7257216,1,2,1,1,1,1,1,
31666,7258722,1,1,4,1,1,4,1,
31667,7262344,1,1,4,1,2,3,1,
31668,7264569,1,1,4,2,2,3,1,
31669,7267408,1,1,2,1,1,1,1,
31670,7267511,2,2,2,1,1,1,1,
31671,7272774,3,2,2,1,1,1,1,
31672,7273370,1,2,1,1,1,1,1,
31673,7273497,4,2,2,1,1,1,1,
31674,7275493,4,2,1,1,1,1,1,
31675,7275684,1,2,1,0,1,1,1,
31676,7278537,1,2,2,1,1,1,2,
31677,7291511,1,1,2,1,1,1,1,
31678,7313695,3,1,4,1,1,3,1,
31679,7314378,1,2,1,1,1,1,1,
31680,7321181,1,1,4,2,2,3,1,
31681,23186897,1,2,4,1,2,2,1,
31682,7321356,1,1,4,3,2,2,1,
31683,7322409,1,1,2,1,1,2,1,
31684,7333071,4,2,1,2,1,1,1,
31685,7338979,7,2,2,1,1,1,1,
31686,7340935,1,1,4,1,1,2,1,
31687,7344534,1,2,1,2,1,1,1,
31688,7359826,1,2,2,1,1,1,1,
31689,7362416,1,2,3,1,1,2,1,
31690,7376359,1,1,6,2,3,4,1,
31691,7392553,7,1,4,2,2,4,1,
31692,7392902,7,1,4,2,2,4,1,
31693,7393416,7,2,2,1,1,1,1,
31694,7395552,1,1,5,1,3,5,1,
31695,7396405,5,1,4,1,1,2,1,
31696,26324690,1,1,3,1,1,2,1,
31697,7397030,5,1,4,1,1,2,1,
31698,7397762,1,2,1,2,1,1,1,
31699,7398694,1,2,2,2,1,1,1,
31700,7406773,1,1,2,1,1,1,1,
31701,26325192,1,1,2,1,1,1,1,
31702,7424801,7,2,2,1,1,2,1,
31703,7426707,5,1,4,1,0,2,1,
31704,7427956,7,2,1,2,1,1,1,
31705,7428536,7,2,1,1,1,1,1,
31706,7428561,1,1,3,1,1,2,1,
31707,7428841,5,1,6,1,2,3,1,
31708,7430257,5,1,4,1,1,2,1,
31709,7432394,1,2,3,1,1,2,1,
31710,7432987,1,1,5,2,2,2,1,
31711,7434672,1,2,2,3,1,1,1,
31712,7447050,1,1,2,1,1,2,1,
31713,7451872,5,1,7,2,3,4,1,
31714,7453640,1,1,5,1,1,3,1,
31715,7454197,1,1,2,1,0,1,1,
31716,7465105,1,1,4,1,0,2,1,
31717,7465206,1,1,5,2,3,3,1,
31718,7472261,1,1,8,3,4,5,1,
31719,7472531,1,1,4,1,1,2,1,
31720,7477308,1,2,2,1,1,1,1,
31721,7480642,1,1,6,2,2,3,1,
31722,7486909,1,1,2,1,1,2,1,
31723,7487035,1,1,4,2,2,3,1,
31724,9002603,1,1,4,1,1,2,1,
31725,7488161,1,1,3,1,1,1,1,
31726,7494724,1,1,4,2,2,3,1,
31727,7494777,1,1,2,1,1,1,1,
31728,7496237,1,1,4,1,1,1,1,
31729,7497713,7,2,2,1,1,1,1,
31730,7505759,1,2,2,2,1,1,1,
31731,7505970,5,1,4,1,1,2,1,
31732,7507237,5,1,8,2,3,4,1,
31733,7510165,1,1,4,2,1,4,1,
31734,7512059,1,1,4,1,2,2,1,
31735,7512252,1,1,6,1,3,4,1,
31736,7512486,3,1,4,1,2,3,1,
31737,7522424,1,2,1,1,1,1,1,
31738,7523407,5,1,5,2,2,3,1,
31739,7526991,3,1,2,1,0,1,3,
31740,7537217,1,1,2,1,0,2,1,
31741,7539446,1,1,6,1,2,4,1,
31742,7540141,1,1,6,1,0,5,1,
31743,7540378,1,1,4,1,1,1,3,
31744,7540534,1,1,2,1,0,1,1,
31745,7540647,1,1,2,1,0,1,1,
31746,7547992,1,1,4,1,2,3,1,
31747,7559059,1,1,2,1,1,2,1,
31748,7561278,1,2,2,1,1,1,1,
31749,7562216,1,1,2,1,1,1,1,
31750,7567492,1,1,2,1,1,1,1,
31751,7571127,5,1,8,2,3,5,1,
31752,7578060,1,2,4,1,1,4,1,
31753,7583119,1,2,2,1,1,1,3,
31754,7590341,1,1,2,1,1,1,1,
31755,7592208,1,1,6,1,2,3,1,
31756,7596070,1,1,4,2,2,3,1,
31757,7606746,4,1,4,2,2,0,1,
31758,7607193,1,1,4,1,1,3,1,
31759,7614328,1,1,4,1,1,2,1,
31760,7615675,1,1,4,2,2,2,1,
31761,7618785,1,2,2,1,1,1,1,
31762,7624956,1,2,1,1,1,1,1,
31763,7632308,4,1,2,1,1,1,1,
31764,7640851,1,2,2,1,1,1,1,
31765,7641247,1,1,4,1,0,2,1,
31766,7641420,1,1,3,1,0,2,1,
31767,7642151,1,1,2,1,1,1,1,
31768,7648651,1,2,1,1,1,1,1,
31769,7659665,1,1,5,2,2,4,1,
31770,7668220,1,1,4,1,2,2,1,
31771,7672472,1,1,4,1,1,2,1,
31772,7673216,1,1,6,2,3,4,1,
31773,7673910,1,1,2,1,1,1,1,
31774,7673946,1,2,1,1,1,1,1,
31775,7677127,1,1,6,1,2,3,1,
31776,7681588,1,1,4,1,1,2,1,
31777,7688981,1,2,4,1,2,3,1,
31778,7689476,7,2,2,1,1,1,1,
31779,7691488,5,2,1,1,1,1,1,
31780,7692443,1,2,1,1,1,1,1,
31781,7694865,1,1,3,1,1,2,1,
31782,7695434,1,2,1,2,1,1,1,
31783,7695494,1,2,2,2,1,1,1,
31784,7701586,3,1,6,1,0,4,1,
31785,7703640,1,1,6,2,2,2,1,
31786,7704180,1,1,6,2,2,2,1,
31787,7705228,7,2,2,1,1,2,1,
31788,7710206,4,1,4,2,3,4,1,
31789,7714685,1,1,3,1,1,1,1,
31790,7727522,7,2,1,2,1,1,1,
31791,7730180,1,1,12,2,3,0,1,
31792,7732757,1,1,4,2,2,3,1,
31793,7736738,1,1,6,2,3,4,1,
31794,7740638,1,1,6,3,3,3,1,
31795,7743523,1,1,5,1,2,3,1,
31796,7797002,1,2,2,3,1,1,1,
31797,7745816,1,1,2,1,1,1,1,
31798,7752127,1,1,4,1,1,2,1,
31799,7753419,1,1,2,1,1,1,1,
31800,7795852,1,1,6,1,3,3,1,
31801,7757934,1,2,2,1,1,1,1,
31802,7758395,1,2,1,2,1,1,1,
31803,7759957,7,1,8,1,3,8,1,
31804,7766165,1,2,1,1,1,1,1,
31805,7766534,1,2,2,1,1,1,1,
31806,7770648,1,1,8,1,3,6,1,
31807,7783777,2,2,1,1,1,1,1,
31808,7784061,1,2,2,1,1,1,1,
31809,7785467,1,1,4,1,1,1,1,
31810,7786523,1,2,2,1,1,2,1,
31811,7795344,1,2,2,1,1,1,1,
31812,7812224,3,1,8,1,3,4,1,
31813,7812823,1,1,6,2,2,4,1,
31814,7814129,1,1,2,1,1,1,1,
31815,7814297,1,2,2,2,1,2,1,
31816,7818234,1,1,5,1,1,3,1,
31817,7899729,1,1,2,1,1,1,1,
31818,7819262,1,2,2,2,1,1,1,
31819,7830063,1,2,2,2,1,2,1,
31820,7830150,1,2,2,1,1,1,1,
31821,7830613,1,2,2,2,1,1,1,
31822,7832432,1,1,2,1,1,2,1,
31823,7833435,1,2,2,1,1,1,2,
31824,7836396,3,1,4,1,0,2,1,
31825,7841877,1,2,2,2,1,2,1,
31826,27400536,1,2,2,1,1,1,1,
31827,7845373,7,1,6,2,3,5,1,
31828,7845889,1,1,2,1,0,1,1,
31829,7846216,1,1,2,1,1,1,1,
31830,7847068,1,1,7,2,2,3,1,
31831,13727695,7,2,2,2,1,2,1,
31832,7851316,1,1,10,2,3,8,1,
31833,7855175,1,1,2,1,1,1,1,
31834,7859468,1,2,3,1,1,2,1,
31835,7865370,4,1,4,2,2,3,1,
31836,7865986,5,1,4,1,1,2,1,
31837,7867903,1,1,4,1,2,3,1,
31838,7878252,1,1,4,2,2,2,1,
31839,7882798,1,1,4,1,1,2,1,
31840,27425304,1,1,8,4,4,6,1,
31841,7907083,1,1,8,1,4,5,1,
31842,7907450,1,1,4,1,1,2,1,
31843,7908060,1,1,4,1,0,2,1,
31844,7908181,1,1,3,1,0,2,1,
31845,7908267,1,1,2,1,0,1,1,
31846,7913657,1,1,4,1,1,2,1,
31847,7919524,1,2,2,1,1,1,1,
31848,7926723,1,1,2,1,1,1,1,
31849,7932473,1,1,4,1,2,2,1,
31850,7932927,1,1,5,1,2,2,1,
31851,7937267,1,1,4,1,1,2,1,
31852,7942269,1,2,2,1,1,1,1,
31853,7946804,1,1,4,1,1,2,1,
31854,7951539,1,1,4,1,2,3,1,
31855,7952687,1,1,2,1,1,1,1,
31856,7953287,1,2,1,1,1,1,1,
31857,7961823,1,1,4,1,0,2,1,
31858,7966919,1,1,3,1,1,2,1,
31859,7968113,14,2,13,2,8,14,1,
31860,7972944,1,1,3,1,1,2,1,
31861,7973374,1,1,4,1,1,2,1,
31862,7991072,1,1,4,2,2,2,1,
31863,8005812,1,1,4,1,1,2,1,
31864,8024476,1,1,4,1,1,1,1,
31865,8026146,1,2,2,1,1,2,1,
31866,8027653,1,1,6,2,3,3,1,
31867,8031140,1,1,4,1,1,2,1,
31868,8041022,1,1,2,1,0,1,1,
31869,8041484,2,2,1,1,1,1,1,
31870,8046046,1,2,2,2,1,2,1,
31871,8051359,1,1,4,1,1,2,1,
31872,8056019,1,1,2,1,1,1,1,
31873,8056210,3,1,2,1,0,1,1,
31874,8059488,1,1,4,1,1,2,1,
