id,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
24112595,f,2,f,f
24113131,f,2,f,f
24118232,f,3,f,f
24122315,f,3,f,f
24122592,f,2,f,f
24122593,f,2,f,f
24126151,f,3,f,f
24130260,f,3,f,f
24133214,f,2,f,f
24136809,f,1,f,f
24137919,f,1,f,f
24138826,f,2,f,f
24142949,f,2,f,f
24143731,f,1,f,f
24144625,f,3,f,f
24147497,f,2,f,f
24147658,f,1,f,f
24153870,f,2,f,f
24153933,f,1,f,f
24154779,f,3,f,f
24155749,f,1,f,f
24159098,f,3,f,f
24161866,f,3,f,f
24167970,f,1,f,f
24169610,f,2,f,f
24169789,f,2,f,f
24258457,f,3,f,f
24171246,f,2,f,f
24171482,f,2,f,f
24171575,f,2,f,f
24173657,f,2,f,f
24174008,f,3,f,t
24176442,f,3,f,t
24177073,f,2,f,f
24178710,f,2,f,f
24182428,f,1,f,f
24418771,f,1,f,f
24189464,f,3,f,f
24190824,f,3,f,t
24191631,f,3,f,t
24192042,f,3,f,f
24192474,f,3,f,t
24193053,f,3,f,t
24193951,f,3,f,t
24196303,f,3,f,t
24196406,f,3,f,f
24198147,f,1,f,f
24198817,f,1,f,f
24199914,f,2,f,f
24200355,f,1,f,f
24200472,f,2,f,f
24200788,f,1,f,f
24203622,f,2,f,f
24205626,f,3,f,f
24206324,f,1,f,f
24215046,f,1,f,f
24215584,f,1,f,f
24216101,f,1,f,f
24217003,f,1,f,f
24217165,f,2,f,f
24217436,f,1,f,f
24217487,f,2,f,f
24217669,f,2,f,f
24218366,f,3,f,f
24218489,f,1,f,f
24219332,f,3,f,f
24220365,f,1,f,f
24224197,f,3,f,f
24224594,f,3,f,f
24226666,f,2,f,f
24238106,f,3,f,f
24238187,f,3,f,f
24238588,f,3,f,f
24239102,f,3,f,f
24239481,f,2,f,f
24243000,f,3,f,f
24243226,f,3,f,f
24244026,f,2,f,f
24246157,f,1,f,f
24249840,f,3,f,f
24257390,f,2,f,f
24259621,f,2,f,f
24260316,f,3,f,f
24261250,f,2,f,f
24266113,f,3,f,f
24273093,f,3,f,f
24273780,f,3,f,f
24274447,f,1,f,f
24274635,f,2,f,f
24277279,f,1,f,f
24278676,f,1,f,f
24280652,f,1,f,f
24281016,f,3,f,f
24281036,f,3,f,f
24281767,f,3,f,f
24282291,f,3,f,f
24284284,f,1,t,t
24285921,f,1,f,f
24293954,f,1,f,f
24294150,f,1,f,f
24295747,f,2,f,f
24301034,f,2,f,f
24302456,f,2,f,f
24302743,f,1,f,f
24305496,f,2,f,f
24306237,f,3,f,f
24306543,f,1,f,f
24307921,f,1,f,f
24309250,f,1,f,f
24309551,f,1,f,f
24310385,f,2,f,f
24314780,f,3,f,f
24316306,f,2,f,f
24317499,f,1,f,f
24317754,f,3,f,f
24319577,f,2,f,f
24320106,f,3,f,f
24322799,f,2,f,f
25368923,f,1,f,f
24323897,f,3,f,f
24324746,f,3,f,f
24324924,f,2,f,f
24325071,f,1,f,f
24327366,f,2,f,f
24328432,f,2,f,f
24328783,f,3,f,f
24328986,f,2,f,f
24333231,f,1,f,f
24339666,f,2,f,f
24340871,f,2,f,f
24341384,f,2,f,f
24342272,f,2,f,f
24342343,f,2,f,f
24342398,f,3,f,f
24342432,f,3,f,f
24342447,f,3,f,f
24342500,f,3,f,f
24343357,f,3,f,f
24344024,f,2,f,f
25440654,f,3,f,f
24346331,f,2,f,f
24346762,f,3,f,f
24347440,f,2,f,f
25809648,f,1,f,f
24348022,f,1,f,f
24348991,f,2,f,f
24350436,f,3,f,f
24350728,f,3,f,f
24351941,f,3,f,f
24351968,f,3,f,f
24356335,f,3,f,f
24361978,f,2,f,f
24363018,f,3,f,f
24363217,f,3,f,f
24364911,f,1,f,f
24365086,f,1,f,f
24368563,f,2,t,t
24373627,f,3,f,f
24374247,f,1,f,f
24376264,f,3,f,f
24382627,f,2,f,f
24383051,f,2,f,f
24861686,f,1,f,f
24383439,f,2,f,f
24383445,f,2,f,f
24383794,f,1,f,f
24388074,f,3,f,f
24390559,f,1,f,f
24391072,f,2,f,f
24391601,f,3,f,f
24392207,f,1,f,f
24398073,f,2,f,f
24404630,f,2,f,t
24407462,f,1,f,f
24408639,f,2,f,f
24409553,f,3,f,f
24410232,f,3,f,f
24410827,f,3,f,f
24416554,f,1,f,f
24417314,f,2,f,f
24417473,f,2,f,f
24417607,f,2,f,f
24417795,f,2,f,f
24418125,f,1,f,f
24419085,f,1,f,f
24419383,f,1,f,f
24420251,f,2,f,f
24423501,f,2,f,f
24424717,f,3,f,f
24424771,f,2,f,f
24426527,f,2,f,f
24427119,f,3,f,f
24436464,f,1,f,f
24437365,f,1,f,f
24437486,f,2,f,f
24437496,f,3,f,f
24438577,f,3,f,f
24438591,f,2,f,f
24440137,f,1,f,f
24442576,f,2,f,f
24443532,f,2,f,f
24444344,f,2,f,f
24449492,f,2,f,f
24449730,f,2,f,f
24450337,f,1,f,f
24450791,f,1,f,f
24452015,f,2,f,f
24452457,f,1,f,f
24461559,f,3,f,f
24462781,f,1,f,f
24464373,f,1,f,f
24464487,f,2,f,f
24465326,f,2,f,f
24465403,f,2,f,f
24465924,f,3,f,f
24467999,f,3,f,f
24469371,f,1,f,f
24479179,f,2,f,f
24481662,f,3,f,f
24483124,f,1,f,f
24483421,f,3,f,f
24484049,f,2,f,f
24487331,f,2,f,f
24484885,f,2,f,f
24485279,f,3,f,f
24486669,f,2,f,f
24487287,f,3,f,f
24488350,f,1,f,f
24490549,f,1,f,f
24490608,f,3,f,f
24491768,f,3,f,f
24496319,f,1,f,f
24504672,f,1,f,f
24504731,f,2,f,t
24506509,f,1,f,f
24507118,f,3,f,f
24507614,f,2,f,f
24508879,f,1,f,f
24512433,f,1,f,f
24514035,f,2,f,f
24517597,f,1,f,f
24518284,f,2,f,f
24519653,f,3,f,f
24520554,f,3,f,f
24523087,f,2,f,f
24528857,f,2,f,f
24533829,f,1,f,f
24534785,f,1,f,f
24535502,f,2,f,f
24536137,f,2,f,f
24539639,f,1,f,f
24544957,f,1,f,f
24545802,f,3,f,f
24550964,f,1,f,f
24567969,f,2,f,f
24557769,f,3,f,f
24570962,f,2,f,f
24573251,f,2,f,f
24581104,f,2,f,f
24581888,f,2,f,f
24584770,f,3,f,f
24589082,f,2,f,f
24589255,f,3,f,f
24589911,f,2,f,f
24610525,f,2,f,f
24611386,f,2,f,f
24615240,f,1,f,f
24615495,f,2,f,f
24615531,f,2,f,f
24615965,f,1,f,f
24616180,f,1,f,f
24616737,f,1,f,f
24618127,f,1,f,f
24618635,f,1,f,f
24619705,f,2,f,f
24622611,f,2,f,f
24622712,f,1,f,f
24624833,f,2,f,f
24626818,f,1,f,f
24627101,f,2,f,f
24631006,f,2,f,f
24634518,f,1,f,f
24639847,f,3,f,f
24641191,f,3,f,f
24646419,f,1,f,f
24652373,f,3,f,f
24653031,f,1,f,f
24662715,f,2,f,f
24664178,f,1,f,f
24664373,f,3,f,f
24664753,f,2,f,f
24669775,f,1,f,f
24672191,f,2,f,f
24673830,f,2,f,f
24684415,f,1,f,f
24684433,f,1,f,f
24684818,f,1,f,f
24686671,f,2,f,f
24687673,f,2,f,f
24687706,f,2,f,f
24693627,f,1,f,f
24694493,f,2,f,f
24695764,f,2,t,f
24696293,f,3,f,f
24699173,f,1,f,f
24704852,f,1,f,f
24705193,f,3,f,f
24706505,f,3,f,f
24707742,f,1,f,f
24708164,f,3,f,f
24722608,f,3,f,f
24722855,f,2,f,f
24723171,f,3,f,f
24723653,f,2,f,f
24726663,f,3,f,f
24727448,f,2,f,f
24728953,f,1,f,f
24733793,f,3,f,f
24734361,f,1,f,f
24735692,f,3,f,f
24742143,f,3,f,f
24742576,f,1,f,f
24742850,f,1,f,f
24745758,f,1,f,f
24746006,f,2,f,f
24747541,f,2,f,f
24747700,f,2,f,f
24747942,f,2,f,f
24748804,f,2,f,f
24754714,f,2,f,f
24755030,f,2,f,f
24755107,f,2,f,f
24755303,f,2,f,f
24756027,f,2,f,f
24761802,f,1,f,f
24762616,f,2,f,f
24764768,f,1,f,f
24765216,f,2,f,f
24769410,f,1,f,f
24772474,f,2,f,f
24772704,f,2,f,f
24775225,f,1,f,f
24780936,f,2,f,f
24787329,f,1,f,f
24790739,f,1,f,f
24791905,f,2,f,f
24793535,f,2,f,f
24795077,f,2,f,f
24795248,f,3,f,f
24796633,f,2,f,f
24796640,f,2,f,f
24796742,f,2,f,f
24797366,f,2,f,f
24797878,f,2,f,f
24798487,f,2,f,f
24798791,f,2,f,f
24799307,f,2,f,f
25019716,f,2,f,f
24800927,f,2,f,f
24801653,f,2,f,f
24813521,f,2,f,f
24813542,f,2,f,f
24816219,f,3,f,f
24816324,f,1,f,f
24817511,f,1,f,f
24819150,f,3,f,f
24819159,f,3,f,f
24819177,f,3,f,f
24819746,f,1,f,f
24821553,f,1,f,f
24826399,f,3,f,f
24826720,f,2,f,f
24830513,f,2,f,f
24834970,f,1,f,f
24840696,f,3,f,f
24840730,f,2,f,f
24843024,f,2,f,f
24845787,f,2,f,f
24846738,f,2,f,f
24848800,f,3,f,f
24849004,f,1,f,f
24852457,f,1,f,f
24853510,f,3,f,f
24853568,f,2,f,f
24861337,f,1,f,f
24862767,f,2,f,f
24862771,f,2,f,f
24863051,f,2,f,f
24863588,f,1,f,f
24863797,f,2,f,f
24864784,f,2,f,f
24865471,f,3,f,f
24865890,f,1,f,f
24866610,f,1,f,f
24881452,f,2,f,f
24881509,f,1,f,f
25243329,f,2,f,f
24886366,f,3,f,f
24886379,f,2,f,f
24887153,f,2,f,f
24889130,f,2,f,f
24893521,f,1,f,f
24893874,f,2,f,f
24901093,f,2,f,f
24903283,f,3,t,t
24903404,f,3,f,f
24903558,f,2,f,f
24903770,f,1,f,f
24904121,f,3,f,f
24904579,f,3,f,f
24905639,f,2,f,f
24907004,f,2,f,f
24907468,f,1,f,f
24908092,f,2,f,f
24913798,f,2,f,f
25033400,f,2,f,f
24918263,f,2,f,f
24925877,f,1,f,f
24926772,f,3,f,f
24926856,f,2,f,f
24927401,f,1,f,f
24928213,f,1,f,f
24928796,f,2,f,f
24929346,f,2,f,f
24929443,f,2,f,f
24929992,f,2,f,f
24930010,f,2,f,f
24931240,f,1,f,f
24932409,f,2,f,f
24932946,f,1,f,f
24933050,f,2,f,f
24933064,f,1,f,f
24933903,f,2,f,f
24935624,f,1,f,f
24935741,f,2,f,f
24936739,f,2,f,f
24941024,f,1,f,f
24942075,f,3,f,f
24943273,f,1,f,f
24944487,f,2,f,f
24945639,f,1,f,f
24948642,f,2,f,f
24951716,f,2,f,f
25095438,f,1,f,f
24956546,f,3,f,f
24957190,f,3,f,f
24958368,f,1,f,f
24959272,f,1,f,f
24959620,f,2,f,f
24960097,f,2,f,f
24960188,f,2,f,f
24960670,f,3,f,f
24961508,f,2,f,f
24962944,f,2,f,f
24965909,f,3,f,f
24967098,f,2,f,f
24967732,f,2,f,f
24974193,f,3,f,f
24975002,f,3,f,f
24977031,f,1,f,f
24977218,f,3,f,f
25098244,f,1,f,f
24978503,f,2,f,f
24978618,f,2,f,f
24978663,f,2,f,f
24978974,f,2,f,t
24982216,f,1,f,f
24982277,f,2,f,f
24984424,f,2,f,f
24984836,f,2,f,f
24990870,f,2,f,f
24991094,f,1,f,f
24994040,f,2,f,f
24998352,f,2,f,f
25001243,f,3,f,f
25001612,f,2,f,f
25002006,f,2,f,f
25002618,f,2,f,f
25002707,f,2,f,f
25002816,f,2,f,f
25002891,f,2,f,f
25004232,f,2,f,f
25006925,f,2,f,f
25007920,f,1,f,f
25010120,f,2,f,f
25013644,f,1,f,f
25015480,f,2,f,f
25020192,f,3,f,f
25021120,f,3,f,f
25022606,f,3,f,f
25022626,f,1,f,f
25022804,f,1,f,f
25031521,f,2,f,f
25031709,f,3,f,f
25032234,f,3,f,f
25034864,f,1,f,f
25039525,f,1,f,f
25039692,f,3,f,f
25040502,f,1,f,f
25041079,f,1,f,f
25041609,f,1,f,f
25041886,f,2,f,f
25042393,f,2,f,f
25043150,f,1,f,f
25045636,f,1,f,f
25047483,f,2,f,f
25047516,f,1,f,f
25049341,f,2,f,f
25050324,f,1,f,f
25050938,f,1,f,f
25052265,f,3,f,f
25052598,f,2,f,f
25053533,f,1,f,f
25054263,f,1,f,f
25061570,f,3,f,f
25062730,f,3,f,f
25063260,f,2,f,f
25063914,f,1,f,f
25064068,f,3,f,f
25064481,f,1,f,f
25066990,f,2,f,f
25067794,f,2,f,f
25068473,f,2,f,f
25068662,f,1,f,f
25069095,f,1,f,f
25070327,f,2,f,f
25072897,f,1,f,f
25074103,f,1,f,f
25074504,f,2,f,f
25079512,f,1,f,f
25080583,f,2,f,f
25081127,f,2,f,f
25088459,f,1,f,f
25090168,f,3,f,f
25090339,f,3,f,f
25090635,f,1,f,f
25091323,f,1,f,f
25091811,f,3,f,f
25093178,f,2,f,f
25093717,f,1,f,f
25095031,f,1,f,f
25095570,f,1,f,f
25097172,f,2,f,f
25097180,f,2,f,f
25097182,f,2,f,f
25099008,f,2,f,f
25099400,f,1,f,f
25099710,f,3,f,f
25102717,f,1,f,f
25122001,f,2,f,f
25115409,f,1,f,f
25115788,f,3,f,f
25117844,f,3,f,f
25118224,f,1,f,f
25120654,f,3,f,f
25121099,f,1,f,f
25121122,f,1,f,f
25121742,f,1,f,f
25122064,f,2,f,f
25122070,f,3,f,f
25123201,f,2,f,f
25123685,f,2,f,f
25124052,f,3,f,f
25125379,f,1,f,f
25125892,f,2,f,f
25127489,f,1,f,f
25129931,f,2,f,f
25129948,f,1,f,f
25130585,f,1,f,f
25132658,f,2,f,f
25134653,f,2,f,f
25135439,f,1,f,f
25136515,f,1,f,f
25143860,f,1,f,f
25151271,f,2,f,f
25154594,f,1,f,f
25155520,f,3,f,f
25155912,f,1,f,f
25156165,f,1,f,f
25157955,f,3,f,f
25159583,f,2,f,f
25160077,f,2,f,f
25160702,f,3,f,f
25162119,f,1,f,f
25165082,f,2,f,f
25167310,f,3,f,f
25173870,f,2,f,f
25175525,f,2,f,f
25176947,f,1,f,f
25178317,f,2,f,f
25178599,f,2,f,f
25180234,f,2,f,f
25180235,f,2,f,f
25182561,f,2,f,f
25182750,f,1,f,f
25183223,f,2,f,f
25183865,f,2,f,f
25184184,f,2,f,f
25184516,f,1,f,f
25185445,f,1,f,f
25186546,f,3,f,f
25188062,f,3,f,f
25189380,f,3,f,f
25189630,f,2,f,f
25191269,f,2,f,f
25198552,f,1,f,f
25198997,f,1,f,f
25199279,f,2,f,f
25202009,f,2,f,f
25203424,f,2,f,f
25203794,f,3,f,f
25204415,f,3,f,f
25204568,f,3,f,f
25219840,f,2,f,f
25221428,f,2,f,f
25225529,f,3,f,f
25225605,f,2,f,f
25233509,f,1,f,f
25259746,f,3,f,f
25242564,f,3,f,f
25243141,f,3,f,f
25244144,f,1,f,f
25244815,f,2,f,f
25245586,f,2,f,f
25248029,f,1,f,f
25276336,f,2,f,f
25251807,f,2,f,f
25252346,f,1,f,f
25253486,f,2,f,f
25254721,f,1,f,f
25255984,f,3,f,f
25257034,f,3,f,f
25257698,f,3,f,f
25270458,f,1,f,f
25271054,f,3,f,f
25272258,f,1,f,f
25273413,f,3,f,f
25274657,f,1,f,f
25277630,f,3,f,f
25278742,f,2,f,f
25279252,f,2,f,f
25279367,f,2,f,f
25283654,f,2,f,f
25283872,f,1,f,f
25284158,f,2,f,f
25286146,f,2,f,f
25287690,f,1,f,f
25289654,f,2,f,f
25292805,f,2,f,f
25294973,f,3,f,f
25301046,f,3,f,f
25302058,f,1,f,f
25302857,f,3,f,f
25303581,f,2,f,f
25304518,f,3,f,f
25304839,f,1,f,f
25305035,f,1,f,f
25305142,f,2,f,f
25305781,f,1,f,f
25306290,f,3,f,f
25306544,f,3,f,f
25308149,f,1,f,f
25308748,f,2,f,f
25309170,f,1,f,f
25309658,f,2,f,f
25311049,f,1,f,f
25313581,f,3,f,f
25311390,f,3,f,f
25312390,f,3,f,f
25315560,f,1,f,f
25315626,f,2,f,f
25315973,f,2,f,f
25316588,f,1,f,f
25316604,f,2,f,f
25316766,f,1,f,f
25318336,f,1,f,f
25320279,f,1,f,f
25320296,f,1,f,f
25321076,f,1,f,f
25325747,f,1,f,f
25326698,f,1,f,f
25329167,f,2,f,f
25329519,f,2,f,f
25330725,f,2,f,f
25332841,f,3,f,f
25333007,f,3,f,f
25333746,f,1,f,f
25334331,f,1,f,f
25334862,f,1,f,f
25335158,f,2,f,f
25335202,f,2,f,f
25335962,f,1,f,f
25336025,f,2,f,f
25337276,f,3,f,f
25339734,f,2,f,f
25339808,f,2,f,f
25341917,f,1,f,f
25342123,f,2,f,f
25342658,f,1,f,f
25342863,f,3,f,f
25343335,f,3,f,f
25344499,f,2,f,f
25346169,f,3,f,f
25346699,f,1,f,f
25347365,f,3,f,f
25349321,f,2,f,f
25351963,f,2,f,f
25360007,f,1,f,f
25363512,f,2,f,f
25363675,f,1,f,f
25363677,f,1,f,f
25364319,f,1,f,f
25364321,f,1,f,f
25365742,f,1,f,f
25366057,f,1,f,f
25369120,f,1,f,f
25372941,f,1,f,f
25376524,f,3,f,f
25385211,f,2,f,f
25386635,f,1,f,f
25387196,f,2,f,f
25387614,f,1,f,f
25387972,f,2,f,f
25390293,f,1,f,f
25394372,f,3,f,f
25395570,f,1,f,f
25396715,f,1,f,f
25398665,f,1,f,f
25399214,f,3,f,f
25400174,f,1,f,f
25400322,f,1,f,f
25400804,f,2,f,f
25402127,f,1,f,f
25402379,f,1,f,f
25410568,f,1,f,f
25466872,f,1,f,f
25410602,f,1,f,f
25416155,f,1,f,f
25417467,f,1,f,f
25418692,f,1,f,f
25419771,f,2,f,f
25421069,f,2,f,f
25423066,f,2,f,f
25424182,f,1,f,f
25425500,f,2,f,f
25426979,f,2,f,f
25432358,f,1,f,f
25435100,f,2,f,f
25438476,f,2,f,f
25440349,f,3,f,f
25440414,f,1,f,f
25442485,f,2,f,f
25442658,f,2,f,f
25443015,f,3,f,f
25443271,f,2,f,f
25443474,f,2,f,f
25443808,f,2,f,f
25444746,f,2,f,f
25445108,f,1,f,f
25445895,f,3,f,f
25445936,f,1,f,f
25446113,f,3,f,f
25446542,f,3,f,f
25447266,f,2,f,f
25447640,f,3,f,f
25448375,f,2,f,f
25448440,f,1,f,f
25451396,f,3,f,f
25452227,f,2,f,f
25452471,f,3,f,f
25453308,f,2,f,f
25453850,f,1,f,f
25455513,f,2,f,f
25464289,f,2,f,f
25464915,f,1,f,f
25466013,f,1,f,f
25466336,f,1,f,f
25466463,f,1,f,f
25467125,f,1,f,f
25467406,f,1,f,f
25468038,f,1,f,f
25468475,f,3,f,f
25468539,f,1,f,f
25468997,f,1,f,f
25469484,f,1,f,f
25470605,f,1,f,f
25470736,f,3,f,f
25472169,f,3,f,f
25472239,f,2,f,f
25473350,f,2,f,f
25473626,f,1,f,f
25474551,f,1,f,f
25475590,f,3,f,f
25476489,f,1,f,f
25476523,f,1,f,f
25478061,f,3,f,f
25478676,f,2,f,f
25913761,f,1,f,f
25480127,f,3,f,f
25480861,f,3,f,f
25483469,f,3,f,f
25484628,f,3,f,f
25485414,f,3,f,f
25488636,f,1,f,f
25492619,f,1,f,f
25495095,f,1,f,f
25495810,f,2,f,f
25496567,f,3,f,f
25497446,f,3,f,f
25497701,f,1,f,f
25498379,f,1,f,f
25499687,f,2,f,f
25499832,f,2,f,f
25499854,f,2,f,f
25502150,f,1,f,f
25502278,f,3,f,f
25503818,f,2,f,f
25506524,f,1,f,f
25531207,f,1,f,f
25506914,f,3,f,f
25507231,f,1,f,f
25507435,f,1,f,f
25507916,f,1,f,f
25508184,f,1,f,f
25508805,f,2,f,f
25509446,f,2,f,f
25509511,f,2,f,f
25510181,f,1,f,f
25512515,f,1,f,f
25512540,f,2,f,f
25515303,f,2,f,f
25519558,f,1,f,f
25523861,f,2,f,f
25524829,f,1,f,f
25526450,f,2,f,f
25526554,f,2,f,f
25526675,f,2,f,f
25527218,f,2,f,f
25527385,f,2,f,f
25528743,f,3,f,f
25528952,f,2,f,f
25531162,f,3,f,f
26772799,f,1,f,f
25532977,f,1,f,f
25533832,f,1,f,f
25534512,f,1,f,f
25537556,f,2,f,f
25537849,f,2,f,f
25538422,f,1,f,f
25541322,f,2,f,f
25541486,f,2,f,f
26843947,f,2,f,f
25543821,f,2,f,f
25544007,f,2,f,f
25545069,f,3,f,f
25546671,f,1,f,f
25547513,f,2,f,f
25548869,f,3,f,f
25555671,f,2,f,f
25558394,f,3,f,f
25559937,f,1,f,f
25562552,f,1,f,f
25562961,f,2,f,f
25563291,f,1,f,f
25563724,f,1,f,f
25565164,f,3,f,f
25565273,f,3,f,f
25565286,f,3,f,f
25567613,f,3,f,f
25567860,f,1,f,f
25569395,f,3,f,f
25570274,f,2,f,f
25570296,f,2,f,f
25570472,f,2,f,f
25570622,f,2,f,f
25576787,f,2,f,f
25579367,f,2,f,f
25579414,f,1,f,f
25594165,f,2,f,f
25601902,f,1,f,f
25604841,f,2,f,f
25605008,f,2,f,f
25605647,f,2,f,f
25608884,f,2,f,f
25609474,f,2,f,f
25610199,f,2,f,f
25615283,f,3,f,f
25622223,f,1,f,f
25624465,f,1,f,f
25625078,f,3,f,f
25625791,f,2,f,f
25649397,f,3,f,f
25651827,f,1,f,f
25652404,f,2,f,f
25655337,f,1,f,f
25798159,f,1,f,f
25656582,f,2,f,f
25657742,f,1,f,f
25658762,f,2,f,f
25659452,f,2,f,f
25659953,f,2,f,f
25660109,f,3,f,f
25661387,f,2,f,f
25661737,f,2,f,f
25663181,f,1,f,f
25668152,f,2,f,f
25673493,f,2,f,f
25678535,f,1,f,f
25698583,f,3,f,f
25702128,f,1,f,f
25703861,f,2,f,f
25705437,f,3,f,f
25706139,f,2,f,f
25707148,f,2,f,f
25707470,f,2,f,f
25710970,f,2,f,f
25711336,f,1,f,f
25711522,f,2,f,f
25711572,f,3,f,f
25711983,f,2,f,f
25712520,f,2,f,f
25714900,f,2,f,f
25715089,f,3,f,f
25716994,f,1,f,f
25717421,f,2,f,f
25718525,f,1,f,f
25719774,f,2,f,f
25720879,f,1,f,f
25722169,f,1,f,f
25728333,f,2,f,f
25730041,f,2,f,f
25732669,f,3,f,f
25738522,f,1,f,f
25755341,f,3,f,f
25758097,f,1,f,f
25759221,f,3,f,f
25760516,f,2,f,f
25761533,f,2,f,f
25762558,f,2,f,f
25764013,f,3,f,f
25768513,f,1,f,f
25768592,f,2,f,f
25768751,f,3,f,f
25770074,f,1,f,f
25773976,f,2,f,f
25775552,f,3,f,f
25775773,f,1,f,f
25777016,f,3,f,f
25799320,f,1,f,f
25777243,f,2,f,f
25778302,f,2,f,f
25778443,f,1,f,f
25778696,f,1,f,f
25779838,f,2,f,f
25780578,f,2,f,f
25785758,f,2,f,f
25789175,f,1,f,f
25790301,f,1,f,f
25791152,f,1,f,f
25792966,f,2,f,f
25795479,f,2,f,f
25795542,f,2,f,f
25796738,f,3,f,f
25797415,f,1,f,f
25799764,f,2,f,f
25800374,f,1,f,f
25802239,f,2,f,f
25807909,f,2,f,f
25808617,f,1,f,f
25808685,f,1,f,f
25819088,f,1,f,f
25821002,f,2,f,f
25821392,f,2,f,f
25822876,f,1,f,f
25823209,f,1,f,f
25824514,f,2,f,f
25825122,f,2,f,f
25825693,f,2,f,f
25825839,f,2,f,f
25826756,f,2,f,f
25826970,f,2,f,f
25827206,f,3,f,f
25827221,f,2,f,f
25828056,f,2,f,f
25828513,f,1,f,f
25828724,f,1,f,f
25830104,f,3,f,f
25832118,f,1,f,f
25832349,f,1,f,f
25832582,f,2,f,f
25832801,f,2,f,f
25835897,f,2,f,f
25837003,f,2,f,f
25841695,f,3,f,f
25841969,f,3,f,f
25842444,f,3,f,f
25847866,f,2,f,f
25848665,f,1,f,f
25848972,f,2,f,f
25851623,f,1,f,f
25852148,f,2,f,f
25852371,f,2,f,f
25853373,f,2,f,f
25853699,f,2,f,f
25855332,f,1,f,f
25856449,f,1,f,f
25858001,f,2,f,f
25861817,f,1,f,f
25863541,f,2,f,f
25864115,f,2,f,f
25866698,f,3,f,f
25867202,f,3,f,f
25868959,f,2,f,f
25874993,f,2,f,f
25876177,f,2,f,f
25880593,f,2,f,f
25887595,f,2,f,f
25888727,f,2,f,f
25889784,f,1,f,f
25897337,f,1,f,f
25897963,f,2,f,f
25899762,f,3,f,f
25900194,f,1,f,f
25902377,f,2,f,f
25902955,f,2,f,f
25903531,f,2,f,f
25906336,f,1,f,f
25907045,f,1,f,f
25908691,f,3,f,f
25909888,f,2,f,f
25910928,f,2,f,f
25914300,f,3,f,f
25923934,f,2,f,f
25924017,f,3,f,f
25927223,f,3,f,f
25927238,f,2,f,f
25927581,f,2,f,f
25927824,f,3,f,f
25928373,f,1,f,f
25928680,f,3,f,f
25928729,f,3,f,f
25928900,f,3,f,f
25929001,f,1,f,f
25929291,f,3,f,f
25930085,f,1,f,f
25933357,f,2,f,f
25934559,f,1,f,f
25935786,f,4,f,f
25937200,f,1,f,f
25938664,f,1,f,f
25940594,f,3,f,f
25941903,f,2,f,f
25943066,f,3,f,f
25944448,f,1,f,f
25947230,f,2,f,f
25953727,f,2,f,f
25956989,f,1,f,f
25957197,f,1,f,f
25958532,f,1,f,f
25958875,f,1,f,f
25959485,f,3,f,f
25959788,f,1,f,f
25959890,f,1,f,f
25960520,f,2,f,f
25960585,f,3,f,f
26008194,f,2,f,f
25962165,f,1,f,f
25965709,f,2,f,f
25967775,f,3,f,f
25970349,f,1,f,f
25971153,f,1,f,f
25972421,f,1,f,f
26008844,f,2,f,f
25974901,f,1,f,f
25976322,f,2,f,f
25976512,f,2,f,f
25986087,f,1,f,f
25986448,f,3,f,f
25988063,f,3,f,f
25988746,f,2,f,f
25988976,f,2,f,f
25989485,f,1,f,f
25990374,f,2,f,f
25991069,f,2,f,f
25991322,f,1,f,f
26010882,f,3,f,f
25992598,f,1,f,f
25994542,f,3,f,f
25996203,f,3,f,f
25996399,f,3,f,f
26026452,f,3,f,f
25996813,f,2,f,f
25997139,f,1,f,f
25999765,f,2,f,t
26000199,f,2,f,f
26003041,f,3,f,f
26007283,f,2,f,t
26015555,f,1,f,f
26018470,f,2,f,f
26018583,f,2,f,f
26021773,f,1,f,f
26021802,f,2,f,f
26021864,f,1,f,f
26021884,f,2,f,f
26022088,f,3,f,f
26029744,f,1,f,f
26027872,f,3,t,t
26028659,f,1,f,f
26029595,f,2,f,f
26030039,f,3,f,f
26030842,f,3,f,f
26031033,f,2,f,f
26034012,f,2,f,f
26035661,f,2,f,f
26043088,f,2,f,f
26043915,f,2,f,f
26117184,f,3,f,f
26047503,f,2,f,f
26048239,f,3,f,f
26048291,f,3,f,f
26048965,f,2,f,f
26050343,f,2,f,f
26050929,f,2,f,f
26051573,f,2,f,f
26052130,f,1,f,f
26055164,f,2,f,f
26057523,f,1,f,f
26059885,f,2,f,f
26060518,f,2,f,f
26062267,f,2,f,f
26062278,f,1,f,f
26062674,f,2,f,f
26062770,f,2,f,f
26071271,f,3,f,f
26073727,f,2,f,f
26074032,f,3,f,f
26074866,f,2,f,f
26077300,f,1,f,t
26088957,f,2,f,f
26079508,f,2,f,f
26079747,f,2,f,f
26081253,f,1,f,f
26082804,f,2,f,f
26090518,f,2,f,f
26091557,f,3,f,f
26093352,f,2,f,f
26095372,f,3,f,f
26095794,f,2,f,f
26096253,f,3,f,f
26096710,f,2,f,f
26100858,f,2,f,f
26103519,f,3,f,f
26104492,f,1,f,f
26105391,f,1,f,f
26107382,f,2,f,f
26113709,f,3,f,f
26114423,f,1,f,f
26117104,f,2,f,f
26117934,f,2,f,f
26118914,f,1,f,f
26120284,f,3,f,f
26120851,f,3,f,f
26121783,f,1,f,f
